iter	MultiClass
316	0.2641375012
317	0.2639524282
318	0.2633467404
319	0.2627917708
320	0.2626547056
321	0.2624377037
322	0.2623092474
323	0.2621378659
324	0.2617161455
325	0.2614165231
326	0.2606609718
327	0.2601907906
328	0.2596569108
329	0.2594223418
330	0.2590645138
331	0.2587105211
332	0.2585207125
333	0.258218525
334	0.257953457
335	0.2578232517
336	0.2577411402
337	0.2575554297
338	0.2571778713
339	0.2569372107
340	0.2567628654
341	0.2562437881
342	0.2556480991
343	0.2552766049
344	0.2548097422
345	0.2543728432
346	0.2539902396
347	0.2538533018
348	0.253536775
349	0.2530245949
350	0.2525625173
351	0.252510867
352	0.2521784372
353	0.2520333566
354	0.2517192773
355	0.2510923664
356	0.2509038796
357	0.2504977963
358	0.2502857765
359	0.2500500138
360	0.2497544605
361	0.2493544092
362	0.2491585222
363	0.2486470162
364	0.2483891166
365	0.2478889453
366	0.2474332026
367	0.2472204002
368	0.2470760907
369	0.2468481338
370	0.2464416107
371	0.2462289311
372	0.2459949619
373	0.2455392782
374	0.2453258822
375	0.2448858826
376	0.2447044943
377	0.2444624983
378	0.2439906454
379	0.2436725701
380	0.2431955638
381	0.2429953743
382	0.2425927348
383	0.2424631659
384	0.2419747305
385	0.2414991455
386	0.2412264752
387	0.2405927373
388	0.2404497653
389	0.2402725491
390	0.2399671117
391	0.2397609014
392	0.2396499082
393	0.2388126243
394	0.2385410666
395	0.2382619947
396	0.2378790811
397	0.2377734713
398	0.2376278512
399	0.2374211932
400	0.2372963502
401	0.2372490766
402	0.2371792865
403	0.2369637119
404	0.2364508879
405	0.2360550494
406	0.2359123084
407	0.2356594483
408	0.2354049348
409	0.2348508569
410	0.234483755
411	0.2341695962
412	0.2338701372
413	0.2337388336
414	0.2336863495
415	0.2334885936
416	0.233225144
417	0.2328712707
418	0.2327105135
419	0.2323352512
420	0.2321179589
421	0.2319662161
422	0.2315741668
423	0.2313667883
424	0.2312420399
425	0.2305028929
426	0.2303378251
427	0.2296808337
428	0.2295777384
429	0.2294195739
430	0.2292022597
431	0.228986265
432	0.2287122715
433	0.2284679222
434	0.2283651395
435	0.2279265123
436	0.2276488127
437	0.2274824379
438	0.2273130396
439	0.2271509373
440	0.227067388
441	0.2269985465
442	0.2266642836
443	0.2264544916
444	0.2261910687
445	0.2256266472
446	0.225443426
447	0.2253222905
448	0.2251523306
449	0.2248757594
450	0.2245909371
451	0.2243700438
452	0.2242110728
453	0.2240339087
454	0.2238600979
455	0.2236415317
456	0.2235393751
457	0.2230961376
458	0.2228325951
459	0.2225789854
460	0.2222533358
461	0.2221338284
462	0.2220277068
463	0.2219266844
464	0.2214697659
465	0.2212474376
466	0.2208598964
467	0.220732163
468	0.2204064181
469	0.2203370377
470	0.2202227666
471	0.2196070581
472	0.2193894236
473	0.2190185933
474	0.2187567581
475	0.21844848
476	0.2181931866
477	0.2178533619
478	0.2174361101
479	0.2171810646
480	0.2169148184
481	0.2166707674
482	0.2166399009
483	0.2163306096
484	0.2160904785
485	0.2157919225
486	0.2152704342
487	0.2151492693
488	0.2146809396
489	0.2144965242
490	0.2143543964
491	0.2141422742
492	0.2138101644
493	0.213629484
494	0.2132785977
495	0.2131313003
496	0.2129442538
497	0.2127241739
498	0.2124659555
499	0.2120337651
500	0.2116987159
501	0.2113904581
502	0.2110266341
503	0.2107512862
504	0.2106627334
505	0.2105544243
506	0.2102849873
507	0.2098912552
508	0.2097313365
509	0.2096543589
510	0.2093043599
511	0.2092477881
512	0.2090181606
513	0.2088369556
514	0.2084071201
515	0.2082235293
516	0.2079043671
517	0.2077101845
518	0.2075241607
519	0.2073782422
520	0.2072776196
521	0.2070579615
522	0.2069009672
523	0.206809919
524	0.2065062241
525	0.2060337804
526	0.2059148636
527	0.2057754146
528	0.2053027824
529	0.2050650079
530	0.2049720431
531	0.2048863663
532	0.204572161
533	0.2042023933
534	0.2040153819
535	0.2037770352
536	0.2034896928
537	0.2030767374
538	0.2028261686
539	0.2027676577
540	0.2025095671
541	0.2022862255
542	0.2019876891
543	0.2018026552
544	0.2016481396
545	0.201507629
546	0.2010973349
547	0.2009110294
548	0.200852278
549	0.2006446747
550	0.2005473037
551	0.2004835959
552	0.2000015663
553	0.1995675741
554	0.1994229251
555	0.199290706
556	0.1992084396
557	0.1987846162
558	0.1986449654
559	0.1984561729
560	0.1982879457
561	0.1981245496
562	0.197996939
563	0.1979031362
564	0.1976551104
565	0.1975264226
566	0.1973614371
567	0.1972246168
568	0.1970257522
569	0.1968194456
570	0.196526261
571	0.1962733788
572	0.1960966119
573	0.1959844262
574	0.1957798362
575	0.195553963
576	0.1954270021
577	0.1950544218
578	0.1945368503
579	0.1944345412
580	0.1941012789
581	0.1938954477
582	0.193761812
583	0.1935939033
584	0.1934237752
585	0.1932469665
586	0.193046179
587	0.1930053517
588	0.1927281531
589	0.1925630192
590	0.1924479721
591	0.1923854802
592	0.1921217207
593	0.19190911
594	0.1917760444
595	0.1913937184
596	0.1912038736
597	0.1909310946
598	0.1907110464
599	0.1903263642
600	0.1900885272
601	0.1897282945
602	0.1895088919
603	0.1892342403
604	0.1889625841
605	0.1888270891
606	0.1885914707
607	0.1883992993
608	0.1883104328
609	0.1881941784
610	0.1879898986
611	0.1879144052
612	0.1878111283
613	0.187585087
614	0.1874691525
615	0.1872498206
616	0.1870423552
617	0.186832375
618	0.1866953493
619	0.1862566605
620	0.186063434
621	0.1859307821
622	0.1857846886
623	0.1855887818
624	0.1853126619
625	0.1852572734
626	0.1848430283
627	0.1847150898
628	0.184481216
629	0.184434096
630	0.1842998276
631	0.1841826096
632	0.1839950546
633	0.1837550655
634	0.1836316236
635	0.1835091726
636	0.1832628884
637	0.1831902295
638	0.1830746181
639	0.1828843483
640	0.1827999212
641	0.1826475983
642	0.1824914094
643	0.1823581758
644	0.1821748527
645	0.1820831318
646	0.1818902466
647	0.1817832278
648	0.181622451
649	0.1815544024
650	0.1812643461
651	0.181079535
652	0.1809882884
653	0.1808932857
654	0.180657004
655	0.180338242
656	0.1802712915
657	0.1801193866
658	0.179676544
659	0.1794894259
660	0.1793802944
661	0.179162098
662	0.1789823238
663	0.1788242398
664	0.1786907224
665	0.1785347999
666	0.1781556365
667	0.1778968209
668	0.1777449833
669	0.1776073691
670	0.1774114356
671	0.177328667
672	0.1770272181
673	0.1768660701
674	0.1765372293
675	0.1761756211
676	0.1759359242
677	0.1758323699
678	0.1757220955
679	0.1755220333
680	0.1754397779
681	0.1753466583
682	0.1752076765
683	0.1750115822
684	0.1746788539
685	0.1746032798
686	0.1745291361
687	0.1743875814
688	0.1743424438
689	0.1741469204
690	0.1740744062
691	0.1739263145
692	0.1735993903
693	0.1733913773
694	0.1731985447
695	0.1730165744
696	0.1728336058
697	0.172670127
698	0.1725116
699	0.1723946653
700	0.1722080505
701	0.1717938534
702	0.1716387584
703	0.1715089576
704	0.1712156709
705	0.1711030938
706	0.1710502983
707	0.1709193969
708	0.1707166379
709	0.1706545054
710	0.1705303942
711	0.1704484383
712	0.1702086089
713	0.1701311405
714	0.170055822
715	0.1699401866
716	0.1698606539
717	0.1697145122
718	0.1696688079
719	0.1693967582
720	0.1692445877
721	0.1690399155
722	0.1689196544
723	0.1686386233
724	0.1685181252
725	0.168404533
726	0.1683009946
727	0.1680509235
728	0.1677118118
729	0.1675504332
730	0.1674572469
731	0.167359433
732	0.1672949811
733	0.1671272861
734	0.1669435556
735	0.1668561672
736	0.1665503854
737	0.1664513521
738	0.1663562552
739	0.1662440143
740	0.1660227478
741	0.1659564471
742	0.165885985
743	0.1656041481
744	0.1654892657
745	0.1653435231
746	0.1652015844
747	0.1649390789
748	0.1646859347
749	0.1645130471
750	0.1642864146
751	0.1641689253
752	0.1640486237
753	0.1639631048
754	0.1636655982
755	0.1635160591
756	0.1632959012
757	0.1631939497
758	0.1631224033
759	0.1629034049
760	0.162820467
761	0.1626978923
762	0.1626317536
763	0.162554924
764	0.1623639505
765	0.1622290261
766	0.1621153714
767	0.1617876113
768	0.1616511061
769	0.1615228707
770	0.1613913303
771	0.1612938022
772	0.1611334431
773	0.160873449
774	0.160696662
775	0.1606503168
776	0.1605363622
777	0.1604771424
778	0.1602907483
779	0.1602511773
780	0.1599133829
781	0.1598337476
782	0.1597410998
783	0.1596944987
784	0.1596235009
785	0.1594228362
786	0.1593056034
787	0.1589700292
788	0.1588049294
789	0.1586937271
790	0.1586013633
791	0.1583392402
792	0.1582378297
793	0.1581577678
794	0.1580676928
795	0.1576998369
796	0.1575734513
797	0.1574062839
798	0.1572208258
799	0.1571111777
800	0.1570252525
801	0.1568804792
802	0.1566934876
803	0.1565680614
804	0.1564912803
805	0.156382567
806	0.1562771988
807	0.155879587
808	0.1557566174
809	0.1556874482
810	0.1553889812
811	0.1550508266
812	0.154976753
813	0.1547927848
814	0.1546480456
815	0.1544160639
816	0.1542125291
817	0.1540713463
818	0.1539388466
819	0.1537790419
820	0.1536408344
821	0.1535023505
822	0.1533804139
823	0.1532532545
824	0.1530416935
825	0.1529071268
826	0.1527039909
827	0.1524736786
828	0.1523692834
829	0.1521718042
830	0.152116447
831	0.1520197082
832	0.1517292392
833	0.1516104181
834	0.1515206371
835	0.1514330298
836	0.1512610704
837	0.1512002116
838	0.1510995701
839	0.1509807905
840	0.1508927411
841	0.1507280903
842	0.1506268725
843	0.150507353
844	0.150375079
845	0.1503090265
846	0.1501042534
847	0.1499448345
848	0.1498092014
849	0.1495794136
850	0.1493159008
851	0.1490517648
852	0.1488944779
853	0.1487636344
854	0.148634497
855	0.1485046186
856	0.1484430188
857	0.1481744886
858	0.1478919232
859	0.1476655759
860	0.1475813896
861	0.1474178806
862	0.1473201326
863	0.1471694061
864	0.1470916164
865	0.1469101338
866	0.1465212988
867	0.1464892035
868	0.146326888
869	0.146230765
870	0.1461583967
871	0.1460801729
872	0.1459768569
873	0.1458329073
874	0.1456926133
875	0.1454403498
876	0.1453243789
877	0.1452565141
878	0.1451088711
879	0.1448025349
880	0.1446731866
881	0.1445557696
882	0.1444079347
883	0.144345199
884	0.1442594527
885	0.1440926517
886	0.143805131
887	0.1437218286
888	0.1435814312
889	0.1433173502
890	0.1432360767
891	0.1430540982
892	0.1428557805
893	0.142775803
894	0.1426566559
895	0.1424849609
896	0.1423279909
897	0.1422817222
898	0.1420443443
899	0.1419621735
900	0.1419037614
901	0.1416503574
902	0.1414975148
903	0.1413380992
904	0.1411254515
905	0.1409441841
906	0.1407039539
907	0.140615343
908	0.1403470812
909	0.1402815182
910	0.1400920348
911	0.1398492297
912	0.139695441
913	0.1394911048
914	0.1392765218
915	0.1392204056
916	0.1390434004
917	0.1388608459
918	0.1386551438
919	0.1385665346
920	0.1383915768
921	0.1382837298
922	0.1381370791
923	0.1380835182
924	0.1378924502
925	0.137819144
926	0.1376421331
927	0.1374567224
928	0.1373714884
929	0.137223934
930	0.137117106
931	0.1369733241
932	0.1368535577
933	0.1367589343
934	0.1366498998
935	0.1365133133
936	0.1362735389
937	0.1360600566
938	0.1359605444
939	0.1359173118
940	0.1357213994
941	0.1355919342
942	0.1355482941
943	0.135456383
944	0.1353537977
945	0.1351624587
946	0.1350345623
947	0.1348734075
948	0.1348000193
949	0.1346703931
950	0.1346212012
951	0.1344008004
952	0.1342467903
953	0.1341094422
954	0.1340422042
955	0.133943043
956	0.1337600923
957	0.1336036148
958	0.1334354121
959	0.1333007636
960	0.1331796337
961	0.1330660458
962	0.1329991722
963	0.1327384144
964	0.1326395276
965	0.1325577161
966	0.1324306914
967	0.1323331085
968	0.1321834252
969	0.1320097114
970	0.1318311026
971	0.1317242355
972	0.1315781241
973	0.1313594363
974	0.1311778191
975	0.1311272885
976	0.1310077613
977	0.1309548764
978	0.1307502926
979	0.1306789818
980	0.1304760004
981	0.1303708993
982	0.1303009932
983	0.1301900562
984	0.1300122769
985	0.1298801425
986	0.1297116647
987	0.1295218912
988	0.1292947226
989	0.1291024591
990	0.1289912117
991	0.1289054586
992	0.1287442568
993	0.1286382508
994	0.128299717
995	0.1281979763
996	0.1281346654
997	0.1280075653
998	0.1279696432
999	0.1278717216
